V0,V1,V2,V3,V4,V6,V7,V8,V10,V12,V13,V15,V16,V18,V19,V20,V23,V24,V27,V28,V29,V30,V31,V35,V36,V37,target,label
4.147084170620474,5.84118332858189,0.9184793071820286,0.9210875523864007,1.20573836748929,1.8643574219800396,1.568184373974689,3.7993727752713657,0.2627823240615125,1.4955789245281503,1.2355151080325741,0.30590958647194694,1.892789613105779,0.5165486974353773,0.4862020849066774,0.35441416228515854,11.581653515619404,0.5315866929805918,8923.044714185817,0.23810130539635274,0.3000804023220687,1.7883519642142423,15.55518991605463,0.5198428079020238,0.0,0.018284383600930185,0.175,train
4.988270737793747,7.279839588811707,0.9848973966767178,0.964537851257011,1.110508019197628,2.1482360334820467,1.568184373974689,5.377113848904306,0.4937860680479972,1.463959559725254,1.470748619676716,0.30590958647194694,2.747407874628597,0.5169945026517874,0.5206735842779102,0.35312887232284285,11.588419998949776,0.531820180384645,11039.688969340557,0.3449491794699245,0.2803968184105351,1.800049069554826,21.939735459782465,9.178637474168164,0.36973405838811674,0.4078342620238317,0.676,train
5.090223848887366,7.783637075922091,1.040170077513042,0.9110780543819379,1.0812179804987347,2.401541951118835,1.568184373974689,5.529583236099945,0.6559888297302948,1.496101105434715,1.3243154316339951,0.28852443806187383,3.2678504671980817,0.5185559821812198,0.584395116080474,0.35242578927808316,11.574890433743843,0.5690349268867777,10875.915492470465,0.397476893852933,0.28937897515458444,1.9921618556858967,24.904402554812247,9.178637474168164,0.6118785318883877,0.4264508441164162,0.633,train
4.481727972478026,7.025645261765224,1.0561265418500012,0.8563138125715897,1.2621258809193707,2.6316637135499237,1.888753537448714,5.546471962540877,0.4546511478801103,1.5266004734590806,1.325148588608311,0.29267808791903765,3.5722133636933466,0.5163258501120663,0.5829939914860833,0.3341256429979267,11.554621582292773,0.6776847997668329,10230.735113423156,0.3983799657035017,0.29116846285258446,2.039607340480113,24.929995280019657,9.178637474168164,0.5114825591333761,0.48873618146773345,0.206,train
4.381415993635612,8.064593376623971,1.048466450389575,0.8679690979238588,1.1627091078196943,2.818014285477315,1.888753537448714,5.334857177868639,0.3987231838721914,1.6422534237126414,0.9003898041569776,0.2946599957083053,3.636096105847932,0.5167715816143665,0.623136486678167,0.3237188319382577,11.554621582292773,0.5504629343180438,10957.512633509119,0.3976411759150818,0.30349336317068837,2.663214247287759,25.56433649640384,9.178637474168164,0.38080152172962056,0.4995971882729504,0.384,train
3.917126727042163,8.019888865738347,1.0982187841715034,0.8708913684151223,1.2080093282401532,2.915793151144722,2.139953971170424,5.737534927464665,0.3455495680422579,1.6957226632885434,1.3854225844014827,0.3147813965278866,3.7353883015053366,0.5165486974353773,0.594235040924329,0.3187874211616866,11.534383291565215,0.5311196844169958,11289.732040466655,0.39821585795904507,0.3226607064155472,2.267823442712957,25.959725251350694,9.178637474168164,0.398937073032313,0.38752351766636167,0.06,train
4.813194970300733,7.201675222259283,1.178423801275967,0.9073006694567376,1.1213405205729285,3.233777896303732,2.2432698913560376,6.381210695292257,0.39767886954694853,1.7714104257913692,1.2687002286216078,0.3147813965278866,3.7353883015053366,0.5136545559724184,0.5876688569527475,0.3268853352878482,11.554621582292773,0.531820180384645,11938.499478095997,0.4649676427246376,0.3226607064155472,1.7666614287510765,24.472871029892374,9.178637474168164,0.40635265336816806,0.32913080286911217,0.415,train
5.024333967138417,7.630693156670102,1.201029669877406,0.92950340029075,1.1336933476716564,3.4583081103332347,2.3942914029071543,6.4465232902313705,0.43775248287282775,1.683235081176766,1.3297357860702625,0.3252106771389898,4.478034882245203,0.5152121662342565,0.6062590270395455,0.33301172910612126,11.649471654812798,0.5311196844169958,12057.468452948215,0.4651910523729377,0.3002990561986017,1.667640398465675,26.903435681958545,9.178637474168164,0.46020904890920467,0.3853928219676222,0.609,train
4.943479773570335,8.967899118595351,1.1588146785562203,0.9352197517360785,1.259016773202012,3.6227585874897494,2.709147707432484,6.473898471709156,0.4976026757450695,1.749219214925279,0.9215060775545922,0.32899918295913116,4.684507317949866,0.5181096608117864,0.6767045325332056,0.33276371862157644,11.649471654812798,0.5311196844169958,13326.929971720381,0.3306399316124332,0.303854864673139,2.082649107119101,29.308199864208834,9.178637474168164,0.45010637578505497,0.43118870359568107,0.981,train
5.427605094109517,9.920677565947212,1.1777207307788744,0.9786248972387598,1.6355399174806147,3.5842646244863547,2.709147707432484,7.056516201358285,0.4841776995727113,1.9303990067086467,0.973702790499759,0.33084437764365987,4.745211476632245,0.5178865554408857,0.5846287480813135,0.33356912190769133,11.59518988519104,0.18934502170002152,13692.973241448619,0.3306399316124332,0.3498416967900152,2.0731245137835934,34.37155768491537,9.178637474168164,0.47126228836069384,0.35085664964111446,0.818,train
5.329794373165198,10.200218931099759,1.1685993261928727,0.984724198995755,1.3903758457985829,3.5046717224312656,2.891937754033364,6.83282567970188,0.47906501051161465,2.1876061071046258,1.1873624207728672,0.38183644269088507,4.674105728225384,0.5161030396416779,0.6262441765164727,0.3308981199310124,11.656272232860719,0.00848458388547249,13845.443830020733,0.28696048380776484,0.3498416967900152,1.6330863553943473,32.366404784422,9.178637474168164,0.4274044111300766,0.4478537765793085,0.877,train
5.27553968129064,10.239977720390879,1.137290061345894,1.0289277238658905,1.4044544611455385,3.6227585874897494,2.941857303477524,7.283179800342514,0.6418639208688193,2.4637657184679225,0.8659322360053269,0.38836240752126944,4.9312080029179,0.5176634869421899,0.8522701269645369,0.32814416582953093,6.4002644962607524,0.008219749540271692,10875.915492470465,0.351295189661641,0.39828175413310124,2.343420510872257,34.15097406370169,6.978159518069112,0.4274044111300766,0.5133868017488129,1.077,train
